,style,beer_name,final_results,url,category
801,IMPERIAL / DOUBLE IPA,Hop Woo IPA+,"['IBU: 83', 'SRM: 10.7', 'OG: 1.07']",https://www.homebrewersassociation.org/homebrew-recipe/recipe-of-the-week-hop-woo-ipa/,Ale
802,BALTIC PORTER,Rocket Rod Romanak’s Positively Porter,"['ABV: 6.90%', 'IBU: 73', 'FG: 1.015']",https://www.homebrewersassociation.org/homebrew-recipe/recipe-of-the-week-rocket-rod-romanaks-positively-porter/,Ale
803,FRUITED SOUR,Framboise,['FG: 1.009'],https://www.homebrewersassociation.org/homebrew-recipe/recipe-of-the-week-framboise/,Ale
804,BALTIC PORTER,Three King’s Baltic Porter,"['ABV: 8.80%', 'IBU: 52', 'SRM: 39']",https://www.homebrewersassociation.org/homebrew-recipe/three-kings-baltic-porter/,Ale
805,OATMEAL STOUT,Glenn’s Oatmeal Stout,"['ABV: 5.51%', 'IBU: 35', 'SRM: 33.5']",https://www.homebrewersassociation.org/homebrew-recipe/glenns-oatmeal-stout/,Ale
806,AMERICAN IPA,Hop-Fu,"['ABV: 6.69%', 'IBU: 120', 'SRM: 5']",https://www.homebrewersassociation.org/homebrew-recipe/hop-fu-2/,Ale
807,ROGGENBIER,Roggen (2010),"['ABV: 5.55%', 'IBU: 19.3', 'SRM: 14.2']",https://www.homebrewersassociation.org/homebrew-recipe/roggen-3/,Ale
808,BELGIAN ALE,Saison Lite 139,[],https://www.homebrewersassociation.org/homebrew-recipe/saison-lite-139/,Ale
809,FLANDERS RED,Zed’s Dead Red,"['ABV: 6.83%', 'OG: 1.06', 'FG: 1.008']",https://www.homebrewersassociation.org/homebrew-recipe/zeds-dead-red/,Ale
810,BELGIAN ALE,Sully’s Belgian Blonde,"['ABV: 9.84%', 'OG: 1.087', 'FG: 1.012']",https://www.homebrewersassociation.org/homebrew-recipe/sullys-belgian-blonde/,Ale
811,BARLEYWINE,JJs Barleywine,"['ABV: 9.10%', 'IBU: 75.4', 'FG: 1.024']",https://www.homebrewersassociation.org/homebrew-recipe/jjs-barleywine/,Ale
812,FRUIT BEER,Peaches – N – Cream Hefe,"['ABV: 5%', 'IBU: 9.6', 'SRM: 4.7']",https://www.homebrewersassociation.org/homebrew-recipe/peaches-n-cream-hefe/,Ale
813,BELGIAN ALE,Zingibier,"['ABV: 8.40%', 'SRM: 7', 'OG: 1.085']",https://www.homebrewersassociation.org/homebrew-recipe/zingibier/,Ale
814,IPA,Spanish Cedar IPA,[],https://www.homebrewersassociation.org/homebrew-recipe/spanish-cedar-ipa/,Ale
815,FRUIT BEER,Old Ale with Grapes and Honey,[],https://www.homebrewersassociation.org/homebrew-recipe/old-ale-with-grapes-and-honey/,Ale
816,WHEAT & RYE BEER,"Bye Bye, Miss American Rye","['ABV: 5.25%', 'OG: 1.048', 'FG: 1.008']",https://www.homebrewersassociation.org/homebrew-recipe/bye-bye-miss-american-rye/,Ale
817,ALTBIER,Michael’s Dusseldorf Alt,"['ABV: 5.78%', 'OG: 1.06', 'FG: 1.016']",https://www.homebrewersassociation.org/homebrew-recipe/michaels-dusseldorf-alt/,Ale
818,ENGLISH PALE ALE,Jimmy’s ESB,"['ABV: 5.64%', 'OG: 1.06', 'FG: 1.017']",https://www.homebrewersassociation.org/homebrew-recipe/jimmys-esb/,Ale
819,AMBER ALE,Scott’s Scottish Heavy,"['ABV: 3.68%', 'OG: 1.04', 'FG: 1.012']",https://www.homebrewersassociation.org/homebrew-recipe/scotts-scottish-heavy/,Ale
820,AMERICAN PALE ALE,Lara Pale Ale (2009),"['ABV: 5.12%', 'OG: 1.05', 'FG: 1.011']",https://www.homebrewersassociation.org/homebrew-recipe/lara-pale-ale/,Ale
821,BROWN ALE,Modest Mild,"['ABV: 2.89%', 'OG: 1.034', 'FG: 1.012']",https://www.homebrewersassociation.org/homebrew-recipe/modest-mild/,Ale
822,BALTIC PORTER,Geoff’s Robust Porter,['OG: 1.061'],https://www.homebrewersassociation.org/homebrew-recipe/geoffs-robust-porter/,Ale
823,FOREIGN / TROPICAL STOUT,Redridge Stout,"['ABV: 6.96%', 'OG: 1.071', 'FG: 1.018']",https://www.homebrewersassociation.org/homebrew-recipe/redridge-stout/,Ale
824,ENGLISH IPA,Blitzkrieg Hops,[],https://www.homebrewersassociation.org/homebrew-recipe/blitzkrieg-hops/,Ale
825,HEFEWEIZEN,El Hefe (2009),"['ABV: 4.73%', 'OG: 1.05', 'FG: 1.014']",https://www.homebrewersassociation.org/homebrew-recipe/el-hefe-3/,Ale
826,BELGIAN ALE,Jeff’s Belgian Ale,"['ABV: 7.74%', 'OG: 1.069', 'FG: 1.01']",https://www.homebrewersassociation.org/homebrew-recipe/jeffs-belgian-ale/,Ale
827,FRUIT BEER,Ms. Helen’s Peche Passion,"['ABV: 6.56%', 'OG: 1.06', 'FG: 1.01']",https://www.homebrewersassociation.org/homebrew-recipe/ms-helens-peche-passion/,Ale
828,BELGIAN ALE,Phil’s Belgian Dubbel,"['ABV: 7.35%', 'OG: 1.068', 'FG: 1.012']",https://www.homebrewersassociation.org/homebrew-recipe/phils-belgian-dubbel/,Ale
829,BARLEYWINE,Creative Destruction Barleywine,"['ABV: 10.11%', 'OG: 1.101', 'FG: 1.024']",https://www.homebrewersassociation.org/homebrew-recipe/creative-destruction-barleywine/,Ale
830,BELGIAN ALE,Mashing Pumpkins Spiced Saison,['OG: 1.08'],https://www.homebrewersassociation.org/homebrew-recipe/mashing-pumpkins-spiced-saison/,Ale
831,AMERICAN BROWN ALE,Janet’s Brown Ale,"['ABV: 7.35%', 'OG: 1.074', 'FG: 1.018']",https://www.homebrewersassociation.org/homebrew-recipe/janets-brown-ale/,Ale
832,CREAM ALE,Kari’s Cream Ale,"['ABV: 5.64%', 'OG: 1.051', 'FG: 1.008']",https://www.homebrewersassociation.org/homebrew-recipe/karis-cream-ale/,Ale
833,ALTBIER,SummersALT,"['ABV: 5.38%', 'OG: 1.054', 'FG: 1.013']",https://www.homebrewersassociation.org/homebrew-recipe/summersalt/,Ale
834,ENGLISH PALE ALE,Kevin’s Standard Bitter,"['ABV: 5.25%', 'OG: 1.046', 'FG: 1.006']",https://www.homebrewersassociation.org/homebrew-recipe/kevins-standard-bitter/,Ale
835,AMBER ALE,"If It Ain’t Scottish, It’s Crap!","['ABV: 10.24%', 'OG: 1.096', 'FG: 1.018']",https://www.homebrewersassociation.org/homebrew-recipe/if-it-aint-scottish-its-crap/,Ale
836,AMERICAN PALE ALE,Lara Pale Ale (2008),"['ABV: 5.12%', 'OG: 1.051', 'FG: 1.012']",https://www.homebrewersassociation.org/homebrew-recipe/lara-pale-ale-2/,Ale
837,BROWN ALE,Nutty Professor Ale,"['ABV: 4.07%', 'OG: 1.047', 'FG: 1.016']",https://www.homebrewersassociation.org/homebrew-recipe/nutty-professor-ale/,Ale
838,BALTIC PORTER,Paul’s Robust Porter,"['ABV: 6.83%', 'OG: 1.064', 'FG: 1.012']",https://www.homebrewersassociation.org/homebrew-recipe/pauls-robust-porter/,Ale
839,AMERICAN STOUT,Fostag Stout,"['ABV: 6.04%', 'OG: 1.06', 'FG: 1.014']",https://www.homebrewersassociation.org/homebrew-recipe/fostag-stout/,Ale
840,AMERICAN IPA,Pliny the Elder Clone,"['ABV: 7.61%', 'OG: 1.07', 'FG: 1.012']",https://www.homebrewersassociation.org/homebrew-recipe/pliny-the-elder-clone/,Ale
841,HEFEWEIZEN,England-Weizen,"['ABV: 5.12%', 'OG: 1.053', 'FG: 1.014']",https://www.homebrewersassociation.org/homebrew-recipe/england-weizen/,Ale
842,BELGIAN ALE,100% Brettanomyces,"['ABV: 6.83%', 'OG: 1.055', 'FG: 1.003']",https://www.homebrewersassociation.org/homebrew-recipe/100-brettanomyces/,Ale
843,BERLINER WEISSE,Kristen’s Berliner Weisse,"['ABV: 3%', 'IBU: 10', 'FG: 1.01']",https://www.homebrewersassociation.org/homebrew-recipe/kristens-berliner-weisse/,Ale
844,BELGIAN ALE,Have a Nice Tripel,"['ABV: 8.79%', 'OG: 1.076', 'FG: 1.009']",https://www.homebrewersassociation.org/homebrew-recipe/have-a-nice-tripel/,Ale
845,BARLEYWINE,Cheap Leather Jackety Barley Wine,"['ABV: 11.81%', 'OG: 1.112', 'FG: 1.022']",https://www.homebrewersassociation.org/homebrew-recipe/cheap-leather-jackety-barley-wine/,Ale
846,BERLINER WEISSE,It’s All Mine So Keep Back Berliner Weisse,"['ABV: 3.15%', 'OG: 1.034', 'FG: 1.01']",https://www.homebrewersassociation.org/homebrew-recipe/its-all-mine-so-keep-back/,Ale
847,AMERICAN WHEAT,Paul’s American Wheat Ale with Lemon,['OG: 1.048'],https://www.homebrewersassociation.org/homebrew-recipe/pauls-american-wheat-ale-with-lemon/,Ale
848,HISTORICAL BEER,Ben Franklin’s Ale,"['ABV: 7.88%', 'OG: 1.07', 'FG: 1.01']",https://www.homebrewersassociation.org/homebrew-recipe/ben-franklins-ale/,Ale
849,HYBRID BEER,Ramon’s Kölsch,"['ABV: 5.12%', 'OG: 1.047', 'FG: 1.008']",https://www.homebrewersassociation.org/homebrew-recipe/ramons-kolsch/,Ale
850,ALTBIER,JZ Alt,['OG: 1.053'],https://www.homebrewersassociation.org/homebrew-recipe/jz-alt/,Ale
851,ENGLISH PALE ALE,Bears Bitter,"['ABV: 5.64%', 'OG: 1.058', 'FG: 1.015']",https://www.homebrewersassociation.org/homebrew-recipe/bears-bitter/,Ale
852,FLANDERS RED,Dare to Roeselare,['OG: 1.053'],https://www.homebrewersassociation.org/homebrew-recipe/dare-to-roeselare/,Ale
853,CREAM ALE,Ted’s Cream Ale,"['ABV: 5.51%', 'OG: 1.052', 'FG: 1.01']",https://www.homebrewersassociation.org/homebrew-recipe/teds-cream-ale/,Ale
854,ALTBIER,Strike Team Chanukah Altbier,"['ABV: 4.99%', 'OG: 1.058', 'FG: 1.02']",https://www.homebrewersassociation.org/homebrew-recipe/strike-team-chanukah-altbier/,Ale
855,ENGLISH PALE ALE,Bob’s Bitter,"['ABV: 3.94%', 'OG: 1.04', 'FG: 1.01']",https://www.homebrewersassociation.org/homebrew-recipe/bobs-bitter/,Ale
856,AMBER ALE,Sand Hill Scottie,['OG: 1.044'],https://www.homebrewersassociation.org/homebrew-recipe/sand-hill-scottie/,Ale
857,AMERICAN PALE ALE,Drunk Monk Pale Ale,"['ABV: 6.04%', 'OG: 1.06', 'FG: 1.014']",https://www.homebrewersassociation.org/homebrew-recipe/drunk-monk-pale-ale/,Ale
858,BROWN ALE,Nut Brown,"['ABV: 4.73%', 'OG: 1.058', 'FG: 1.022']",https://www.homebrewersassociation.org/homebrew-recipe/nut-brown/,Ale
859,IMPERIAL STOUT,RIS,['OG: 1.135'],https://www.homebrewersassociation.org/homebrew-recipe/ris/,Ale
860,AMERICAN IPA,Chicken Creek IPA,[],https://www.homebrewersassociation.org/homebrew-recipe/chicken-creek-ipa/,Ale
861,ROGGENBIER,Peter Nelson’s RoggenBier,"['ABV: 6.30%', 'OG: 1.061', 'FG: 1.013']",https://www.homebrewersassociation.org/homebrew-recipe/peter-nelsons-roggenbier/,Ale
862,BELGIAN ALE,Tyce’s Wit,[],https://www.homebrewersassociation.org/homebrew-recipe/tyces-wit/,Ale
863,BELGIAN ALE,Throwing the Dice Again!,"['ABV: 5.25%', 'OG: 1.05', 'FG: 1.01']",https://www.homebrewersassociation.org/homebrew-recipe/throwing-the-dice-again/,Ale
864,BELGIAN ALE,Jamil’s Belgian Strong Dark Ale,['OG: 1.103'],https://www.homebrewersassociation.org/homebrew-recipe/jamils-belgian-strong-dark-ale/,Ale
865,OLD ALE,Jeff’s Old ale,"['ABV: 8.40%', 'OG: 1.088', 'FG: 1.024']",https://www.homebrewersassociation.org/homebrew-recipe/jeffs-old-ale/,Ale
866,FRUIT BEER,Blackberry & Cream,"['ABV: 4.20%', 'OG: 1.048', 'FG: 1.016']",https://www.homebrewersassociation.org/homebrew-recipe/blackberry-cream/,Ale
867,SPICE & HERB BEER,Vanilla Cream Stout,"['ABV: 4.07%', 'OG: 1.066', 'FG: 1.035']",https://www.homebrewersassociation.org/homebrew-recipe/vanilla-cream-stout/,Ale
868,RAUCHBIER,Jamil’s Classic Rauchbier,['OG: 1.061'],https://www.homebrewersassociation.org/homebrew-recipe/jamils-classic-rauchbier/,Ale
869,HISTORICAL BEER,Garden Gruit,"['ABV: 5.25%', 'OG: 1.06', 'FG: 1.02']",https://www.homebrewersassociation.org/homebrew-recipe/garden-gruit/,Ale
870,HYBRID BEER,Summer Kölsch,"['ABV: 5.78%', 'OG: 1.05', 'FG: 1.006']",https://www.homebrewersassociation.org/homebrew-recipe/summer-kolsch/,Ale
871,ALTBIER,Ed’s Alt,"['ABV: 5.51%', 'OG: 1.05', 'FG: 1.008']",https://www.homebrewersassociation.org/homebrew-recipe/eds-alt/,Ale
872,ENGLISH PALE ALE,True Brit,"['ABV: 5.38%', 'OG: 1.052', 'FG: 1.011']",https://www.homebrewersassociation.org/homebrew-recipe/true-brit/,Ale
873,AMBER ALE,Curt and Kathy’s Scottish 60/-,"['ABV: 3.41%', 'OG: 1.036', 'FG: 1.01']",https://www.homebrewersassociation.org/homebrew-recipe/curt-and-kathys-scottish-60/,Ale
874,AMERICAN PALE ALE,Screaming Viking Pale Ale,"['ABV: 5.12%', 'OG: 1.051', 'FG: 1.012']",https://www.homebrewersassociation.org/homebrew-recipe/screaming-viking-pale-ale/,Ale
875,BROWN ALE,Jamil’s English Brown,"['ABV: 3.94%', 'OG: 1.05', 'FG: 1.02']",https://www.homebrewersassociation.org/homebrew-recipe/jamils-english-brown/,Ale
876,BALTIC PORTER,Black Hills Porter,"['ABV: 6.69%', 'OG: 1.066', 'FG: 1.015']",https://www.homebrewersassociation.org/homebrew-recipe/black-hills-porter/,Ale
877,IMPERIAL STOUT,Veronica’s Imperial Stout,[],https://www.homebrewersassociation.org/homebrew-recipe/veronicas-imperial-stout/,Ale
878,ENGLISH IPA,13 Mile IPA,"['ABV: 6.04%', 'OG: 1.064', 'FG: 1.018']",https://www.homebrewersassociation.org/homebrew-recipe/13-mile-ipa/,Ale
879,HEFEWEIZEN,Paul’s Hefeweizen,"['ABV: 5.64%', 'OG: 1.055', 'FG: 1.012']",https://www.homebrewersassociation.org/homebrew-recipe/pauls-hefeweizen/,Ale
880,BELGIAN ALE,Brian’s Wit,"['ABV: 5.78%', 'OG: 1.052', 'FG: 1.008']",https://www.homebrewersassociation.org/homebrew-recipe/brians-wit/,Ale
881,BELGIAN ALE,Oh To Daisy,"['ABV: 5.25%', 'OG: 1.055', 'FG: 1.015']",https://www.homebrewersassociation.org/homebrew-recipe/oh-to-daisy/,Ale
882,BELGIAN ALE,Blunt Trauma,"['ABV: 11.16%', 'OG: 1.107', 'FG: 1.022']",https://www.homebrewersassociation.org/homebrew-recipe/blunt-trauma/,Ale
883,BARLEYWINE,Arrogant Barrister,"['ABV: 8.14%', 'OG: 1.088', 'FG: 1.026']",https://www.homebrewersassociation.org/homebrew-recipe/arrogant-barrister/,Ale
884,FRUIT BEER,Kölsch Abuse,"['ABV: 4.46%', 'OG: 1.048', 'FG: 1.014']",https://www.homebrewersassociation.org/homebrew-recipe/kolsch-abuse/,Ale
885,BLONDE ALE,Hot Chihuahua,"['ABV: 4.99%', 'OG: 1.049', 'FG: 1.011']",https://www.homebrewersassociation.org/homebrew-recipe/hot-chihuahua/,Ale
886,IMPERIAL STOUT,Love Potino #9,"['ABV: 11.03%', 'OG: 1.116', 'FG: 1.032']",https://www.homebrewersassociation.org/homebrew-recipe/love-potino-9/,Ale
887,HISTORICAL BEER,Bellringer,"['ABV: 9.19%', 'OG: 1.092', 'FG: 1.022']",https://www.homebrewersassociation.org/homebrew-recipe/bellringer/,Ale
0,RAUCHBIER,Kaltrauch Rauchbier (2023),"['ABV: 5.8%', 'IBU: 25', 'SRM: 15']",https://www.homebrewersassociation.org/homebrew-recipe/kaltrauch-rauchbier-2023/,Lager
1,KOLSCH,Iceberg! Kölsch,"['ABV: 5.2%', 'IBU: 19', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/iceberg-kolsch/,Lager
2,VIENNA LAGER,A Day in Vienna (Vienna Lager),"['ABV: 5.5%', 'SRM: 28', 'OG: 1.051 (12.6°P)']",https://www.homebrewersassociation.org/homebrew-recipe/a-day-in-vienna-vienna-lager/,Lager
3,DARK LAGER,Degobah Dunkel,"['ABV: 5-6%', 'IBU: 25', 'SRM: 16']",https://www.homebrewersassociation.org/homebrew-recipe/degobah-dunkel/,Lager
4,DARK LAGER,The Most Gluggable Czech Dark Lager,"['ABV: 6.4%', 'IBU: 19', 'SRM: 24']",https://www.homebrewersassociation.org/homebrew-recipe/the-most-gluggable-czech-dark-la/,Lager
5,FESTBIER,Cliftyfest Festbier,"['ABV: 6.3%', 'IBU: 22', 'SRM: 6']",https://www.homebrewersassociation.org/homebrew-recipe/cliftyfest-festbier/,Lager
6,BOCK,Zecks Panther Dunkles Bock,"['ABV: 8.4%', 'IBU: 27', 'SRM: 19']",https://www.homebrewersassociation.org/homebrew-recipe/zecks-panther-dunkles-bock/,Lager
7,BALTIC PORTER,Baltischer Baltic Porter,"['ABV: 10.2%', 'IBU: 30', 'SRM: 83']",https://www.homebrewersassociation.org/homebrew-recipe/baltischer-baltic-porter/,Lager
8,WOOD-AGED BEER,Goats in a Tree in a Mezcal Barrel,"['ABV: 8.4%', 'IBU: 18', 'SRM: 24']",https://www.homebrewersassociation.org/homebrew-recipe/goats-in-a-tree-in-a-mezcal-barrel/,Lager
9,PILSNER,Saw Down Unda (New Zealand-style Pilsner),"['ABV: 5%', 'IBU: 25', 'SRM: 3.5']",https://www.homebrewersassociation.org/homebrew-recipe/saw-down-unda-new-zealand-style-pilsner/,Lager
10,PALE LAGER,Chicken Scratch Cream Ale,"['ABV: 5%', 'IBU: 13', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/chicken-scratch-cream-ale/,Lager
11,AMBER LAGER,Nick’s Munich Lager,"['ABV: 6%', 'IBU: 18', 'SRM: 13']",https://www.homebrewersassociation.org/homebrew-recipe/nicks-munich-lager/,Lager
12,MUNICH DUNKEL,Dunkeles Meisterwerk Munich Dunkel,"['ABV: 5.6%', 'IBU: 30', 'SRM: 28']",https://www.homebrewersassociation.org/homebrew-recipe/dunkeles-meisterwerk-munich-dunkel/,Lager
13,PILSNER,LILO’s Lager (New Zealand Pilsner),"['ABV: 5.2%', 'IBU: 37', 'SRM: 3.2']",https://www.homebrewersassociation.org/homebrew-recipe/lilos-lager-new-zealand-pilsner/,Lager
14,DARK LAGER,Doctor Dark (International Dark Lager),"['ABV: 5.1%', 'IBU: 20', 'SRM: 19.4']",https://www.homebrewersassociation.org/homebrew-recipe/doctor-dark-international-dark-lager/,Lager
15,PALE LAGER,Len’s American Light Lager,"['ABV: 4.8%', 'IBU: 12', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/lens-american-light-lager/,Lager
16,GERMAN PILSNER,Powerful Pils,"['ABV: 5.5%', 'IBU: 42', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/powerful-pils/,Lager
17,PALE LAGER,Domo Arigato (Hoppy Japanese-style Rice Lager),"['ABV: 5%', 'IBU: medium-low', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/domo-arigato-hoppy-japanese-style-rice-lager/,Lager
18,COFFEE BEER,Opus Coffee Baltic Porter,"['ABV: 8.20%', 'IBU: 35', 'SRM: 34']",https://www.homebrewersassociation.org/homebrew-recipe/opus-coffee-baltic-porter/,Lager
19,WOOD-AGED BEER,Eis Eis Baby Wood-Aged Beer,"['ABV: 11%', 'IBU: 29', 'SRM: 14']",https://www.homebrewersassociation.org/homebrew-recipe/eis-eis-baby-wood-aged-beer/,Lager
20,BOCK,T-Bock,"['ABV: 7%', 'IBU: 20', 'SRM: 21']",https://www.homebrewersassociation.org/homebrew-recipe/t-bock/,Lager
21,DARK LAGER,Czech Josef Dark Lager,"['ABV: 5.6%', 'IBU: 21', 'SRM: 19']",https://www.homebrewersassociation.org/homebrew-recipe/czech-josef-dark-lager/,Lager
22,PALE LAGER,Keith’s German Blonde,"['ABV: 5.8%', 'IBU: 20', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/keiths-german-blonde/,Lager
23,PALE LAGER,Carmelo’s German Leichtbier,"['ABV: 4.5%', 'IBU: 20', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/carmelos-german-leichtbier/,Lager
24,AMERICAN LAGER,Tha CommUNITY American Lager,"['ABV: 5.62%', 'IBU: 30', 'SRM: 5']",https://www.homebrewersassociation.org/homebrew-recipe/tha-community-american-lager/,Lager
25,AMBER LAGER,Home Is Where Your Zoigl Is,"['ABV: 4.9%', 'IBU: 28', 'FG: 1.011 (2.8°P)']",https://www.homebrewersassociation.org/homebrew-recipe/home-is-where-your-zoigl-is/,Lager
26,BOCK,Winter Bock,"['ABV: 7.5%', 'IBU: 27']",https://www.homebrewersassociation.org/homebrew-recipe/winter-bock/,Lager
27,EISBOCK,Googly Eis Eisbock,"['ABV: 10%', 'IBU: 23', 'SRM: 23']",https://www.homebrewersassociation.org/homebrew-recipe/googly-eis-eisbock/,Lager
28,DARK LAGER,Temny Czech Dark Lager,"['ABV: 5.40%', 'IBU: 29', 'SRM: 29']",https://www.homebrewersassociation.org/homebrew-recipe/temny-czech-dark-lager/,Lager
29,,Helles This,"['ABV: 5.30%', 'IBU: 19', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/helles-this/,Lager
30,CZECH / BOHO PILS,Tougher than the Sun Pale Lager,"['ABV: 5.30%', 'IBU: 35', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/tougher-than-the-sun-pale-lager/,Lager
31,HELLES,Rombergpark German Helles Exportbier,"['ABV: 5.40%', 'IBU: 25', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/rombergpark-german-helles-exportbier/,Lager
32,AMERICAN LAGER,Canoe-Chuck Lager,"['ABV: 4%', 'IBU: 11', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/canoe-chuck-lager/,Lager
33,MARZEN,Dry Dock Docktoberfest,"['ABV: 6%', 'IBU: 22', 'SRM: 12']",https://www.homebrewersassociation.org/homebrew-recipe/dry-dock-doktoberfest/,Lager
34,AMBER LAGER,Dobrý Den Czech Amber Lager,"['ABV: 5.70%', 'IBU: 28', 'SRM: 13']",https://www.homebrewersassociation.org/homebrew-recipe/dobry-den-czech-amber-lager/,Lager
35,SPICE & HERB BEER,Ube-Licious Lager,"['IBU: 19', 'SRM: 4', 'OG: 1.051']",https://www.homebrewersassociation.org/homebrew-recipe/ube-licious-lager/,Lager
36,PALE LAGER,Mow The Damn Lawn,"['ABV: 5.30%', 'SRM: 2', 'OG: 1.048']",https://www.homebrewersassociation.org/homebrew-recipe/mow-the-damn-lawn/,Lager
37,BALTIC PORTER,Smokeska Porter,"['ABV: 10.2%', 'IBU: 56', 'SRM: 51']",https://www.homebrewersassociation.org/homebrew-recipe/smokeska-porter/,Lager
38,PORTER,Baltic Bliss,"['ABV: 8.8%', 'IBU: 44', 'SRM: 34']",https://www.homebrewersassociation.org/homebrew-recipe/baltic-bliss/,Lager
39,PALE LAGER,Easy Peasy American Lager,"['ABV: 4.6%', 'IBU: 10', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/easy-peasy-american-lager/,Lager
40,BALTIC PORTER,Zek’s Porter,"['ABV: 9.40%', 'IBU: 38', 'SRM: 28']",https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-zeks-porter/,Lager
41,HELLES,Let It Go Helles,"['ABV: 4.10%', 'IBU: about 21', 'SRM: 6']",https://www.homebrewersassociation.org/homebrew-recipe/let-it-go-helles/,Lager
42,AMBER LAGER,Anderfest Festbier,"['ABV: 6% by volume', 'IBU: 22', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/anderfest-festbier/,Lager
43,AMERICAN PILSNER,Jack’s Classic American Pilsner,"['ABV: 4.6%', 'IBU: 40 IBU', 'SRM: 3-4']",https://www.homebrewersassociation.org/homebrew-recipe/jacks-classic-american-pilsner/,Lager
44,HELLES,Bruce Stott’s Dortmunder Export,"['ABV: 5.40%', 'IBU: 30', 'FG: 1.013']",https://www.homebrewersassociation.org/homebrew-recipe/bruce-stotts-dortmunder-export/,Lager
45,PALE LAGER,Leicht,"['ABV: 85%', 'IBU: 17', 'SRM: 7.5']",https://www.homebrewersassociation.org/homebrew-recipe/leicht/,Lager
46,STOUT,WTG? Stout,"['ABV: 4.10%', 'SRM: 40', 'OG: 1.048 (12°P)']",https://www.homebrewersassociation.org/homebrew-recipe/wtg-stout/,Lager
47,DARK LAGER,Ginger Dinger 2017 Dark Lager,"['ABV: 4.80%', 'IBU: 31', 'SRM: 24']",https://www.homebrewersassociation.org/homebrew-recipe/ginger-dinger-2017-dark-lager/,Lager
48,HYBRID BEER,Klosterman,"['ABV: 5.20%', 'IBU: 10', 'SRM: 7']",https://www.homebrewersassociation.org/homebrew-recipe/klosterman/,Lager
49,AMBER LAGER,American Vienna Lager,"['ABV: 5.10%', 'IBU: 20', 'SRM: 10']",https://www.homebrewersassociation.org/homebrew-recipe/american-vienna-lager/,Lager
50,DARK LAGER,Schwarzer Geist Dark Lager,"['ABV: 4.90%', 'IBU: 29.6', 'SRM: 28.7']",https://www.homebrewersassociation.org/homebrew-recipe/schwarzer-geist-dark-lager/,Lager
51,HELLES BOCK,Malty Boye Helles Bock,"['ABV: 7.40%', 'IBU: 32.4', 'SRM: 6.4']",https://www.homebrewersassociation.org/homebrew-recipe/malty-boye-helles-bock/,Lager
52,HELLES,Hot Schnitzel,"['ABV: 5.20%', 'IBU: 18', 'SRM: 4.5']",https://www.homebrewersassociation.org/homebrew-recipe/hot-schnitzel/,Lager
53,GERMAN PILSNER,Mitte Flüsse Pils,"['ABV: 4.80%', 'IBU: 35.8', 'SRM: 3.2']",https://www.homebrewersassociation.org/homebrew-recipe/mitte-flusse-pils/,Lager
